brand,category,Size,Sleeve,Bust,Letter Size,Numeric Size,Waist,Hips,Length,Inseam,Height
Forever 21 Size Charts,Dresses,18,,,,,41,51,,,
Forever 21 Size Charts,Dresses,20,,,,,43,53,,,
Forever 21 Size Charts,Plus Dresses,,,,,,,,Inseam,32,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,32½,XS,2,,,,,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,33½,S,4,,,,,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,34½,S,6,,,,,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,35½,M,8,,,,,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,36½,M,10,,,,,
Forever 21 Size Charts,Outerwear and Jackets - Numeric Sizes,,,38,L,12,,,,,
Forever 21 Size Charts,Plus Outerwear,1X,26,44,,,37,47,,,
Forever 21 Size Charts,Plus Outerwear,XL,25½,42,,,35,45,,,
Forever 21 Size Charts,Plus Outerwear,2X,26½,46,,,39,49,,,
Forever 21 Size Charts,Plus Outerwear,3X,27,49,,,42,52,,,
Forever 21 Size Charts,Category 11,2,,32½,,,,,,,
Forever 21 Size Charts,Category 11,4,,33½,,,,,,,
Forever 21 Size Charts,Category 11,6,,34½,,,,,,,
Forever 21 Size Charts,Category 11,8,,35½,,,,,,,
Forever 21 Size Charts,Category 11,10,,36½,,,,,,,
Forever 21 Size Charts,Category 11,12,,38,,,,,,,
Forever 21 Size Charts,Category 12,1X,26,44,,,,,,,
Forever 21 Size Charts,Category 12,XL,25½,42,,,,,,,
Forever 21 Size Charts,Category 12,2X,26½,46,,,,,,,
Forever 21 Size Charts,Category 12,3X,27,49,,,,,,,
Aeropostale Size Charts,Tops,XXS,,30 - 31½,,,23 - 23½,33½ - 34,,,
Aeropostale Size Charts,Tops,XS,,32 - 32½,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Tops,S,,33½ - 34½,,,25½ - 26½,36 - 37,,,
Aeropostale Size Charts,Tops,M,,35½ - 36½,,,27½ - 28½,38 - 40,,,
Aeropostale Size Charts,Tops,L,,38 - 39½,,,30 - 31½,40½ - 42,,,
Aeropostale Size Charts,Tops,XL,,41 - 42½,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,Tops,XXL,,44 - 45½,,,36 - 37½,46½ - 48,,,
Aeropostale Size Charts,Dorm Tops,XS,,32 - 32½,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Dorm Tops,S,,33½ - 34½,,,25½ - 26½,36 - 37,,,
Aeropostale Size Charts,Dorm Tops,M,,35½ - 36½,,,27½ - 28½,38 - 40,,,
Aeropostale Size Charts,Dorm Tops,L,,38 - 39½,,,30 - 31½,40½ - 42,,,
Aeropostale Size Charts,Dorm Tops,XL,,41 - 42½,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",000,,,,,22½,32½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",00,,,,,23½,33½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",0,,,,,24½,34½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",2,,,,,25½,35½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",4,,,,,26½,36½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",6,,,,,27½,37½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",8,,,,,28½,38½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",10,,,,,30,40,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",12,,,,,31½,41½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",14,,,,,33,43,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",16,,,,,34½,44½,,,
Aeropostale Size Charts,"Jeans, Shorts & Pants",18,,,,,36,46,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",000,,,,,22½,34,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",00,,,,,23½,35,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",0,,,,,24½,36,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",2,,,,,25½,37,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",4,,,,,26½,38,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",6,,,,,27½,39,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",8,,,,,28½,40,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",10,,,,,30,41½,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",12,,,,,31½,43,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",14,,,,,33,44½,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",16,,,,,34½,46,,,
Aeropostale Size Charts,"Curvy Jeans, Shorts & Pants",18,,,,,36,47½,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,00,,,,,23,33½,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,0,,,,,23½,34,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,1 - 2,,,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,3 - 4,,,,,25½,36,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,5 - 6,,,,,26½,37,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,7 - 8,,,,,27½,38,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,9 - 10,,,,,28½,40,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,11 - 12,,,,,30,40½,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,13 - 14,,,,,31½,42,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,15 - 16,,,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,Skirts - Numeric Sizes,17 - 18,,,,,36 - 37½,46½ - 48,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,XXS,,,,,23 - 23½,33½ - 34,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,XS,,,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,S,,,,,25½ - 26½,36 - 37,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,M,,,,,27½ - 28½,38 - 40,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,L,,,,,30 - 31½,40½ - 42,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,XL,,,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,Skirts - Alpha Sizes,XXL,,,,,36 - 37½,46½ - 48,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,XXS,,,,,23 - 23½,,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,XS,,,,,24 - 24½,,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,S,,,,,25½ - 26½,,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,M,,,,,27½ - 28½,,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,L,,,,,30 - 31½,,,,
Aeropostale Size Charts,Sweats. Dorm Bottoms & Leggings,XL,,,,,33 - 34½,,,,
Aeropostale Size Charts,Dresses - Numeric Sizes,,,,,,,,XXS Inseam,30,
Aeropostale Size Charts,Dresses - Numeric Sizes,,,,,,,,XS - XL Inseam,32½,
Aeropostale Size Charts,Dresses - Alpha Sizes,00,,30,,,23,33½,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,0,,30½,,,23½,34,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,1 - 2,,32 - 32½,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,3 - 4,,33½,,,25½,36,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,5 - 6,,34½,,,26½,37,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,7 - 8,,35½,,,27½,38,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,9 - 10,,36½,,,28½,40,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,11 - 12,,38,,,30,40½,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,13 - 14,,39½,,,31½,42,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,15 - 16,,41 - 42½,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,Dresses - Alpha Sizes,17 - 18,,44 - 45½,,,36 - 37½,46½ - 48,,,
Aeropostale Size Charts,Category 10,XXS,,30 - 30½,,,23 - 23½,33½ - 34,,,
Aeropostale Size Charts,Category 10,XS,,32 - 32½,,,24 - 24½,34½ - 35,,,
Aeropostale Size Charts,Category 10,S,,33½ - 34½,,,25½ - 26½,36 - 37,,,
Aeropostale Size Charts,Category 10,M,,35½ - 36½,,,27½ - 28½,38 - 40,,,
Aeropostale Size Charts,Category 10,L,,38 - 39½,,,30 - 31½,40½ - 42,,,
Aeropostale Size Charts,Category 10,XL,,41 - 42½,,,33 - 34½,43½ - 45,,,
Aeropostale Size Charts,Category 10,XXL,,44 - 45½,,,36 - 37½,46½ - 48,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,0,,,,,24 - 25,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,1,,,,,25 - 26,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,3,,,,,26 - 27,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,5,,,,,27 - 28,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,7,,,,,28 - 29,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,9,,,,,29 - 30,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,11,,,,,30 - 31,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,13,,,,,31 - 32,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,15,,,,,32 - 33,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,17,,,,,33 - 34,,,,
Silver Jeans Co. Size Charts,Jeans and Shorts,19,,,,,36,,,,
Silver Jeans Co. Size Charts,Plus Jeans,,,,,,,,Inseam,30 - 35,
Silver Jeans Co. Size Charts,Category 3,14,,,,,35½,43,,,
Silver Jeans Co. Size Charts,Category 3,16,,,,,37,44½,,,
Silver Jeans Co. Size Charts,Category 3,18,,,,,39,47,,,
Silver Jeans Co. Size Charts,Category 3,20,,,,,41,49,,,
Silver Jeans Co. Size Charts,Category 3,24,,,,,45,53,,,
Silver Jeans Co. Size Charts,Category 3,225,,,,,43,51,,,
Buckle BKE Size Charts,Shirts,XS,,34,,,,,,,
Buckle BKE Size Charts,Shirts,S,,35,,,,,,,
Buckle BKE Size Charts,Shirts,M,,36,,,,,,,
Buckle BKE Size Charts,Shirts,L,,37,,,,,,,
Buckle BKE Size Charts,Shirts,XL,,38,,,,,,,
Buckle BKE Size Charts,Tank Tops,XS,,26,,,,,,,
Buckle BKE Size Charts,Tank Tops,S,,27,,,,,,,
Buckle BKE Size Charts,Tank Tops,M,,28,,,,,,,
Buckle BKE Size Charts,Tank Tops,L,,29,,,,,,,
Buckle BKE Size Charts,Tank Tops,XL,,30,,,,,,,
Buckle BKE Size Charts,Tops,XS,,32,,,,,,,
Buckle BKE Size Charts,Tops,S,,33,,,,,,,
Buckle BKE Size Charts,Tops,M,,34,,,,,,,
Buckle BKE Size Charts,Tops,L,,35,,,,,,,
Buckle BKE Size Charts,Tops,XL,,36,,,,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,24,,,,,24,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,25,,,,,25,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,26,,,,,26,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,27,,,,,27,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,28,,,,,28,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,29,,,,,29,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,30,,,,,30,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,31,,,,,31,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,32,,,,,32,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,33,,,,,33,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,34,,,,,34,,,,
Buckle BKE Size Charts,Jeans - Numeric Sizes,36,,,,,36,,,,
Buckle BKE Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,Short,29½ - 30½,
Buckle BKE Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,Regular,31½ - 32½,
Buckle BKE Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,Long,35½ - 34½,
Buckle BKE Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,X-Long,35½ - 36½,
Buckle BKE Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,XX-Long,37½,
Buckle BKE Size Charts,Category 6,XS,,,,,25 - 26,,,,
Buckle BKE Size Charts,Category 6,S,,,,,26 - 27,,,,
Buckle BKE Size Charts,Category 6,M,,,,,28 - 29,,,,
Buckle BKE Size Charts,Category 6,L,,,,,31,,,,
Buckle BKE Size Charts,Category 6,XL,,,,,32 - 33,,,,
Torrid Size Charts,Plus Tops,,,39,L,0,,41,,,
Torrid Size Charts,Plus Tops,,,41 - 43,1X,1,,43 - 45,,,
Torrid Size Charts,Plus Tops,,,45 - 47,2X,2,,47 - 49,,,
Torrid Size Charts,Plus Tops,,,49 - 51,3X,3,,51 - 53,,,
Torrid Size Charts,Plus Tops,,,53 - 55,4X,4,,55 - 57,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,12,,39,,,32,41,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,14,,41,,,34,43,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,16,,43,,,36,45,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,18,,45,,,38,47,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,20,,47,,,40,49,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,22,,49,,,42,51,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,24,,51,,,44,53,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,26,,53,,,46,55,,,
Torrid Size Charts,Plus Bottoms - Numeric Sizes,28,,55,,,48,57,,,
Torrid Size Charts,Plus Skirts,,,,,,,,Inseams,25 - 36,
